 /for-sale/northam/northam/limpopo/11271/103779644,"R510, Northam",4000000,131316 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104367867,NULL,845000,352 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104367866,NULL,845000,352 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104367815,NULL,845000,352 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104298753,NULL,1671000,10 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104204886,NULL,3925000,250000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104356567,NULL,710000,1020 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103993086,"216 Northam, Northam",2600000,1152 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104306529,NULL,15900000,10 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104521832,NULL,550000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/104166128,NULL,3950000,10.568 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104329720,NULL,1479800,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/104050887,NULL,2580000,1152 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104325853,NULL,450000,398 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104321253,NULL,7800000,2379 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104096292,NULL,2000000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103865415,NULL,5220000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/331011409,NULL,1100000,374 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103953467,NULL,1450000,42000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104388968,NULL,3050000,28550 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103993672,"48r Northam, Northam",1680000,1279 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103821832,NULL,1135000,812 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104058386,NULL,3342000,8 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104057892,NULL,2110000,1 ha
,,,
 /for-sale/northam/northam/limpopo/11271/331009673,NULL,7020000,1800 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103785703,NULL,2700000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103785734,NULL,1800000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104320558,NULL,972000,684 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104010129,NULL,5570000,27 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104009806,NULL,6724000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104006773,NULL,2228000,2 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104006370,NULL,2562200,4 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104005847,NULL,9569000,67 ha
,,,
 /for-sale/northam/northam/limpopo/11271/101743605,NULL,9569000,67 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104005041,NULL,7798000,9 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103950670,NULL,250000,340 m2
,,,
 /for-sale/northam/northam/limpopo/11271/102649850,NULL,5300000,27 ha
,,,
 /for-sale/northam/northam/limpopo/11271/101554039,NULL,5500000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103886726,NULL,2700000,2000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104009089,NULL,1782000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103507287,NULL,940000,4.201 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103950678,NULL,280000,402 m2
,,,
 /for-sale/northam/northam/limpopo/11271/102952171,NULL,2950000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103819415,NULL,599995,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104041733,NULL,850000,352 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104005468,NULL,5570000,23 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103816575,NULL,16200000,1 239 ha
,,,
 /for-sale/northam/northam/limpopo/11271/102335177,NULL,1296000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103153777,NULL,5500000,76 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104000459,NULL,1400000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104345353,NULL,1648000,2855 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101409121,NULL,650000,365 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101750537,NULL,5300000,27 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103139137,NULL,1400000,362 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103630738,NULL,850000,2016 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103865195,NULL,655000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104326008,NULL,165000,374 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104042006,NULL,500000,367 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104006110,NULL,4466000,25 ha
,,,
 /for-sale/northam/northam/limpopo/11271/102795392,NULL,5400000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104326131,NULL,165000,365 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103950366,NULL,230000,365 m2
,,,
 /for-sale/northam/northam/limpopo/11271/102557854,NULL,790000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103061618,NULL,8912000,10000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103666395,NULL,626400,341 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103928359,NULL,550000,365 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104006466,NULL,750000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/101757210,NULL,1800000,100000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104003218,NULL,660000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103805899,NULL,2160000,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103983112,"1900 Northam, Northam",240000,384 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104152908,NULL,280000,340 m2
,,,
 /for-sale/northam/northam/limpopo/11271/102409777,NULL,620000,500 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101115597,NULL,1800000,100000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103997408,NULL,1650000,3000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103858795,NULL,9900000,1 259 ha
,,,
 /for-sale/northam/northam/limpopo/11271/104083035,NULL,280000,340 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101763819,NULL,330000,10000 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101758277,NULL,599990,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103844476,NULL,480000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103795985,NULL,599990,10 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103847525,NULL,1500000,349 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103810566,NULL,800000,501 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103777108,NULL,650000,411 m2
,,,
 /for-sale/northam/northam/limpopo/11271/104009179,NULL,646120,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/104009538,NULL,312200,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103156796,NULL,1060000,420 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103890663,NULL,440000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/100698312,NULL,1300000,1345 m2
,,,
 /for-sale/northam/northam/limpopo/11271/101305746,NULL,540000,500 m2
,,,
 /for-sale/northam/northam/limpopo/11271/103153771,NULL,1200000,100 ha
,,,
 /for-sale/northam/northam/limpopo/11271/101275175,NULL,420000,5 ha
,,,
 /for-sale/northam/northam/limpopo/11271/103801606,NULL,2295000,NULL
,,,
 /for-sale/northam/northam/limpopo/11271/103620684,"67 Ekoplaas, Northam",370000,NULL
